id,content
LUK 22:29,"κἀγὼ  διατίθεμαι  ὑμῖν, καθὼς  διέθετό  μοι  ὁ  Πατήρ  μου  βασιλείαν,"
LUK 22:3,"Εἰσῆλθεν  δὲ  Σατανᾶς  εἰς  Ἰούδαν  τὸν  καλούμενον  Ἰσκαριώτην, ὄντα  ἐκ  τοῦ  ἀριθμοῦ  τῶν  δώδεκα·"
LUK 22:30,"ἵνα  ἔσθητε  καὶ  πίνητε  ἐπὶ  τῆς  τραπέζης  μου  ἐν  τῇ  βασιλείᾳ  μου, καὶ  καθήσεσθε  ἐπὶ  θρόνων  τὰς  δώδεκα  φυλὰς  κρίνοντες  τοῦ  Ἰσραήλ."
LUK 22:31,"Σίμων  Σίμων, ἰδοὺ  ὁ  Σατανᾶς  ἐξῃτήσατο  ὑμᾶς  τοῦ  σινιάσαι  ὡς  τὸν  σῖτον·"
LUK 22:32,ἐγὼ  δὲ  ἐδεήθην  περὶ  σοῦ  ἵνα  μὴ  ἐκλίπῃ  ἡ  πίστις  σου· καὶ  σύ  ποτε  ἐπιστρέψας  στήρισον  τοὺς  ἀδελφούς  σου.
LUK 22:33,"ὁ  δὲ  εἶπεν  αὐτῷ  Κύριε, μετὰ  σοῦ  ἕτοιμός  εἰμι  καὶ  εἰς  φυλακὴν  καὶ  εἰς  θάνατον  πορεύεσθαι."
LUK 22:34,"ὁ  δὲ  εἶπεν  Λέγω  σοι, Πέτρε, οὐ  φωνήσει  σήμερον  ἀλέκτωρ  ἕως  τρίς  με  ἀπαρνήσῃ  μὴ  εἰδέναι."
LUK 22:35,"Καὶ  εἶπεν  αὐτοῖς  Ὅτε  ἀπέστειλα  ὑμᾶς  ἄτερ  βαλλαντίου  καὶ  πήρας  καὶ  ὑποδημάτων, μή  τινος  ὑστερήσατε; οἱ  δὲ  εἶπαν  Οὐθενός."
LUK 22:36,"εἶπεν  δὲ  αὐτοῖς  Ἀλλὰ  νῦν  ὁ  ἔχων  βαλλάντιον  ἀράτω, ὁμοίως  καὶ  πήραν, καὶ  ὁ  μὴ  ἔχων  πωλησάτω  τὸ  ἱμάτιον  αὐτοῦ  καὶ  ἀγορασάτω  μάχαιραν."
LUK 22:37,"λέγω  γὰρ  ὑμῖν  ὅτι  τοῦτο  τὸ  γεγραμμένον  δεῖ  τελεσθῆναι  ἐν  ἐμοί, τό  Καὶ  μετὰ  ἀνόμων  ἐλογίσθη· καὶ  γὰρ  τὸ  περὶ  ἐμοῦ  τέλος  ἔχει."
LUK 22:38,"οἱ  δὲ  εἶπαν  Κύριε, ἰδοὺ  μάχαιραι  ὧδε  δύο. ὁ  δὲ  εἶπεν  αὐτοῖς  Ἱκανόν  ἐστιν."
LUK 22:39,Καὶ  ἐξελθὼν  ἐπορεύθη  κατὰ  τὸ  ἔθος  εἰς  τὸ  ὄρος  τῶν  Ἐλαιῶν· ἠκολούθησαν  δὲ  αὐτῷ  καὶ  οἱ  μαθηταί.
LUK 22:4,καὶ  ἀπελθὼν  συνελάλησεν  τοῖς  ἀρχιερεῦσιν  καὶ  στρατηγοῖς  τὸ  πῶς  αὐτοῖς  παραδῷ  αὐτόν.
LUK 22:40,γενόμενος  δὲ  ἐπὶ  τοῦ  τόπου  εἶπεν  αὐτοῖς  Προσεύχεσθε  μὴ  εἰσελθεῖν  εἰς  πειρασμόν.
LUK 22:41,"καὶ  αὐτὸς  ἀπεσπάσθη  ἀπ’  αὐτῶν  ὡσεὶ  λίθου  βολήν, καὶ  θεὶς  τὰ  γόνατα  προσηύχετο"
LUK 22:42,"λέγων  Πάτερ, εἰ  βούλει  παρένεγκε  τοῦτο  τὸ  ποτήριον  ἀπ’  ἐμοῦ· πλὴν  μὴ  τὸ  θέλημά  μου  ἀλλὰ  τὸ  σὸν  γινέσθω."
LUK 22:43,ὤφθη  δὲ  αὐτῷ  ἄγγελος  ἀπ’  οὐρανοῦ  ἐνισχύων  αὐτόν.
LUK 22:44,καὶ  γενόμενος  ἐν  ἀγωνίᾳ  ἐκτενέστερον  προσηύχετο· καὶ  ἐγένετο  ὁ  ἱδρὼς  αὐτοῦ  ὡσεὶ  θρόμβοι  αἵματος  καταβαίνοντες  ἐπὶ  τὴν  γῆν.
LUK 22:45,"καὶ  ἀναστὰς  ἀπὸ  τῆς  προσευχῆς, ἐλθὼν  πρὸς  τοὺς  μαθητὰς  εὗρεν  κοιμωμένους  αὐτοὺς  ἀπὸ  τῆς  λύπης,"
LUK 22:46,"καὶ  εἶπεν  αὐτοῖς  Τί  καθεύδετε; ἀναστάντες  προσεύχεσθε, ἵνα  μὴ  εἰσέλθητε  εἰς  πειρασμόν."
LUK 22:47,"Ἔτι  αὐτοῦ  λαλοῦντος  ἰδοὺ  ὄχλος, καὶ  ὁ  λεγόμενος  Ἰούδας  εἷς  τῶν  δώδεκα  προήρχετο  αὐτούς, καὶ  ἤγγισεν  τῷ  Ἰησοῦ  φιλῆσαι  αὐτόν."
LUK 22:48,"Ἰησοῦς  δὲ  εἶπεν  αὐτῷ  Ἰούδα, φιλήματι  τὸν  Υἱὸν  τοῦ  ἀνθρώπου  παραδίδως;"
LUK 22:49,"ἰδόντες  δὲ  οἱ  περὶ  αὐτὸν  τὸ  ἐσόμενον  εἶπαν  Κύριε, εἰ  πατάξομεν  ἐν  μαχαίρῃ;"
LUK 22:5,"καὶ  ἐχάρησαν, καὶ  συνέθεντο  αὐτῷ  ἀργύριον  δοῦναι."
LUK 22:50,καὶ  ἐπάταξεν  εἷς  τις  ἐξ  αὐτῶν  τοῦ  ἀρχιερέως  τὸν  δοῦλον  καὶ  ἀφεῖλεν  τὸ  οὖς  αὐτοῦ  τὸ  δεξιόν.
LUK 22:51,ἀποκριθεὶς  δὲ  ὁ  Ἰησοῦς  εἶπεν  Ἐᾶτε  ἕως  τούτου· καὶ  ἁψάμενος  τοῦ  ὠτίου  ἰάσατο  αὐτόν.
LUK 22:52,Εἶπεν  δὲ  Ἰησοῦς  πρὸς  τοὺς  παραγενομένους  ἐπ’  αὐτὸν  ἀρχιερεῖς  καὶ  στρατηγοὺς  τοῦ  ἱεροῦ  καὶ  πρεσβυτέρους  Ὡς  ἐπὶ  λῃστὴν  ἐξήλθατε  μετὰ  μαχαιρῶν  καὶ  ξύλων;
LUK 22:53,καθ’  ἡμέραν  ὄντος  μου  μεθ’  ὑμῶν  ἐν  τῷ  ἱερῷ  οὐκ  ἐξετείνατε  τὰς  χεῖρας  ἐπ’  ἐμέ· ἀλλ’  αὕτη  ἐστὶν  ὑμῶν  ἡ  ὥρα  καὶ  ἡ  ἐξουσία  τοῦ  σκότους.
LUK 22:54,Συλλαβόντες  δὲ  αὐτὸν  ἤγαγον  καὶ  εἰσήγαγον  εἰς  τὴν  οἰκίαν  τοῦ  ἀρχιερέως· ὁ  δὲ  Πέτρος  ἠκολούθει  μακρόθεν.
LUK 22:55,περιαψάντων  δὲ  πῦρ  ἐν  μέσῳ  τῆς  αὐλῆς  καὶ  συνκαθισάντων  ἐκάθητο  ὁ  Πέτρος  μέσος  αὐτῶν.
LUK 22:56,ἰδοῦσα  δὲ  αὐτὸν  παιδίσκη  τις  καθήμενον  πρὸς  τὸ  φῶς  καὶ  ἀτενίσασα  αὐτῷ  εἶπεν  Καὶ  οὗτος  σὺν  αὐτῷ  ἦν.
LUK 22:57,"ὁ  δὲ  ἠρνήσατο  λέγων  Οὐκ  οἶδα  αὐτόν, γύναι."
LUK 22:58,"καὶ  μετὰ  βραχὺ  ἕτερος  ἰδὼν  αὐτὸν  ἔφη  Καὶ  σὺ  ἐξ  αὐτῶν  εἶ. ὁ  δὲ  Πέτρος  ἔφη  Ἄνθρωπε, οὐκ  εἰμί."
LUK 22:59,"καὶ  διαστάσης  ὡσεὶ  ὥρας  μιᾶς  ἄλλος  τις  διϊσχυρίζετο  λέγων  Ἐπ’  ἀληθείας  καὶ  οὗτος  μετ’  αὐτοῦ  ἦν, καὶ  γὰρ  Γαλιλαῖός  ἐστιν."
LUK 22:6,"καὶ  ἐξωμολόγησεν, καὶ  ἐζήτει  εὐκαιρίαν  τοῦ  παραδοῦναι  αὐτὸν  ἄτερ  ὄχλου  αὐτοῖς."
LUK 22:60,"εἶπεν  δὲ  ὁ  Πέτρος  Ἄνθρωπε, οὐκ  οἶδα  ὃ  λέγεις. καὶ  παραχρῆμα  ἔτι  λαλοῦντος  αὐτοῦ  ἐφώνησεν  ἀλέκτωρ."
LUK 22:61,"καὶ  στραφεὶς  ὁ  Κύριος  ἐνέβλεψεν  τῷ  Πέτρῳ, καὶ  ὑπεμνήσθη  ὁ  Πέτρος  τοῦ  λόγου  τοῦ  Κυρίου, ὡς  εἶπεν  αὐτῷ  ὅτι  Πρὶν  ἀλέκτορα  φωνῆσαι  σήμερον  ἀπαρνήσῃ  με  τρίς."
LUK 22:62,καὶ  ἐξελθὼν  ἔξω  ἔκλαυσεν  πικρῶς.
LUK 22:63,"Καὶ  οἱ  ἄνδρες  οἱ  συνέχοντες  αὐτὸν  ἐνέπαιζον  αὐτῷ  δέροντες,"
LUK 22:64,"καὶ  περικαλύψαντες  αὐτὸν  ἐπηρώτων  λέγοντες  Προφήτευσον, τίς  ἐστιν  ὁ  παίσας  σε;"
LUK 22:65,καὶ  ἕτερα  πολλὰ  βλασφημοῦντες  ἔλεγον  εἰς  αὐτόν.
LUK 22:66,"Καὶ  ὡς  ἐγένετο  ἡμέρα, συνήχθη  τὸ  πρεσβυτέριον  τοῦ  λαοῦ, ἀρχιερεῖς  τε  καὶ  γραμματεῖς, καὶ  ἀπήγαγον  αὐτὸν  εἰς  τὸ  συνέδριον  αὐτῶν,"
LUK 22:67,"λέγοντες  Εἰ  σὺ  εἶ  ὁ  Χριστός, εἰπὸν  ἡμῖν. εἶπεν  δὲ  αὐτοῖς  Ἐὰν  ὑμῖν  εἴπω, οὐ  μὴ  πιστεύσητε·"
LUK 22:68,"ἐὰν  δὲ  ἐρωτήσω, οὐ  μὴ  ἀποκριθῆτε."
LUK 22:69,ἀπὸ  τοῦ  νῦν  δὲ  ἔσται  ὁ  Υἱὸς  τοῦ  ἀνθρώπου  καθήμενος  ἐκ  δεξιῶν  τῆς  δυνάμεως  τοῦ  Θεοῦ.
LUK 22:7,"Ἦλθεν  δὲ  ἡ  ἡμέρα  τῶν  ἀζύμων, ᾗ  ἔδει  θύεσθαι  τὸ  πάσχα·"
LUK 22:70,εἶπαν  δὲ  πάντες  Σὺ  οὖν  εἶ  ὁ  Υἱὸς  τοῦ  Θεοῦ; ὁ  δὲ  πρὸς  αὐτοὺς  ἔφη  Ὑμεῖς  λέγετε  ὅτι  ἐγώ  εἰμι.
LUK 22:71,οἱ  δὲ  εἶπαν  Τί  ἔτι  ἔχομεν  μαρτυρίας  χρείαν; αὐτοὶ  γὰρ  ἠκούσαμεν  ἀπὸ  τοῦ  στόματος  αὐτοῦ.
LUK 22:8,"καὶ  ἀπέστειλεν  Πέτρον  καὶ  Ἰωάνην  εἰπών  Πορευθέντες  ἑτοιμάσατε  ἡμῖν  τὸ  πάσχα, ἵνα  φάγωμεν."
LUK 22:9,οἱ  δὲ  εἶπαν  αὐτῷ  Ποῦ  θέλεις  ἑτοιμάσωμεν;
LUK 23:1,Καὶ  ἀναστὰν  ἅπαν  τὸ  πλῆθος  αὐτῶν  ἤγαγον  αὐτὸν  ἐπὶ  τὸν  Πειλᾶτον.
LUK 23:10,εἱστήκεισαν  δὲ  οἱ  ἀρχιερεῖς  καὶ  οἱ  γραμματεῖς  εὐτόνως  κατηγοροῦντες  αὐτοῦ.
LUK 23:11,"ἐξουθενήσας  δὲ  αὐτὸν  ὁ  Ἠρῴδης  σὺν  τοῖς  στρατεύμασιν  αὐτοῦ  καὶ  ἐμπαίξας, περιβαλὼν  ἐσθῆτα  λαμπρὰν  ἀνέπεμψεν  αὐτὸν  τῷ  Πειλάτῳ."
LUK 23:12,ἐγένοντο  δὲ  φίλοι  ὅ  τε  Ἠρῴδης  καὶ  ὁ  Πειλᾶτος  ἐν  αὐτῇ  τῇ  ἡμέρᾳ  μετ’  ἀλλήλων· προϋπῆρχον  γὰρ  ἐν  ἔχθρᾳ  ὄντες  πρὸς  αὑτούς.
LUK 23:13,Πειλᾶτος  δὲ  συνκαλεσάμενος  τοὺς  ἀρχιερεῖς  καὶ  τοὺς  ἄρχοντας  καὶ  τὸν  λαὸν
LUK 23:14,"εἶπεν  πρὸς  αὐτούς  Προσηνέγκατέ  μοι  τὸν  ἄνθρωπον  τοῦτον  ὡς  ἀποστρέφοντα  τὸν  λαόν, καὶ  ἰδοὺ  ἐγὼ  ἐνώπιον  ὑμῶν  ἀνακρίνας  οὐθὲν  εὗρον  ἐν  τῷ  ἀνθρώπῳ  τούτῳ  αἴτιον  ὧν  κατηγορεῖτε  κατ’  αὐτοῦ."
LUK 23:15,ἀλλ’  οὐδὲ  Ἠρῴδης· ἀνέπεμψεν  γὰρ  αὐτὸν  πρὸς  ἡμᾶς· καὶ  ἰδοὺ  οὐδὲν  ἄξιον  θανάτου  ἐστὶν  πεπραγμένον  αὐτῷ·
LUK 23:16,παιδεύσας  οὖν  αὐτὸν  ἀπολύσω.
LUK 23:18,"ἀνέκραγον  δὲ  πανπληθεὶ  λέγοντες  Αἶρε  τοῦτον, ἀπόλυσον  δὲ  ἡμῖν  τὸν  Βαραββᾶν·"
LUK 23:19,ὅστις  ἦν  διὰ  στάσιν  τινὰ  γενομένην  ἐν  τῇ  πόλει  καὶ  φόνον  βληθεὶς  ἐν  τῇ  φυλακῇ.
LUK 23:2,"ἤρξαντο  δὲ  κατηγορεῖν  αὐτοῦ  λέγοντες  Τοῦτον  εὕραμεν  διαστρέφοντα  τὸ  ἔθνος  ἡμῶν  καὶ  κωλύοντα  φόρους  Καίσαρι  διδόναι, καὶ  λέγοντα  ἑαυτὸν  Χριστὸν  βασιλέα  εἶναι."
LUK 23:20,"πάλιν  δὲ  ὁ  Πειλᾶτος  προσεφώνησεν  αὐτοῖς, θέλων  ἀπολῦσαι  τὸν  Ἰησοῦν."
LUK 23:21,οἱ  δὲ  ἐπεφώνουν  λέγοντες  Σταύρου  σταύρου  αὐτόν.
LUK 23:22,ὁ  δὲ  τρίτον  εἶπεν  πρὸς  αὐτούς  Τί  γὰρ  κακὸν  ἐποίησεν  οὗτος; οὐδὲν  αἴτιον  θανάτου  εὗρον  ἐν  αὐτῷ· παιδεύσας  οὖν  αὐτὸν  ἀπολύσω.
LUK 23:23,"οἱ  δὲ  ἐπέκειντο  φωναῖς  μεγάλαις  αἰτούμενοι  αὐτὸν  σταυρωθῆναι, καὶ  κατίσχυον  αἱ  φωναὶ  αὐτῶν."
LUK 23:24,καὶ  Πειλᾶτος  ἐπέκρινεν  γενέσθαι  τὸ  αἴτημα  αὐτῶν·
LUK 23:25,"ἀπέλυσεν  δὲ  τὸν  διὰ  στάσιν  καὶ  φόνον  βεβλημένον  εἰς  φυλακὴν, ὃν  ᾐτοῦντο, τὸν  δὲ  Ἰησοῦν  παρέδωκεν  τῷ  θελήματι  αὐτῶν."
LUK 23:26,"Καὶ  ὡς  ἀπήγαγον  αὐτόν, ἐπιλαβόμενοι  Σίμωνά  τινα  Κυρηναῖον  ἐρχόμενον  ἀπ’  ἀγροῦ  ἐπέθηκαν  αὐτῷ  τὸν  σταυρὸν  φέρειν  ὄπισθεν  τοῦ  Ἰησοῦ."
LUK 23:27,Ἠκολούθει  δὲ  αὐτῷ  πολὺ  πλῆθος  τοῦ  λαοῦ  καὶ  γυναικῶν  αἳ  ἐκόπτοντο  καὶ  ἐθρήνουν  αὐτόν.
LUK 23:28,"στραφεὶς  δὲ  πρὸς  αὐτὰς  Ἰησοῦς  εἶπεν  Θυγατέρες  Ἱερουσαλήμ, μὴ  κλαίετε  ἐπ’  ἐμέ· πλὴν  ἐφ’  ἑαυτὰς  κλαίετε  καὶ  ἐπὶ  τὰ  τέκνα  ὑμῶν,"
LUK 23:29,"ὅτι  ἰδοὺ  ἔρχονται  ἡμέραι  ἐν  αἷς  ἐροῦσιν  Μακάριαι  αἱ  στεῖραι, καὶ  αἱ  κοιλίαι  αἳ  οὐκ  ἐγέννησαν, καὶ  μαστοὶ  οἳ  οὐκ  ἔθρεψαν."
LUK 23:3,ὁ  δὲ  Πειλᾶτος  ἠρώτησεν  αὐτὸν  λέγων  Σὺ  εἶ  ὁ  Βασιλεὺς  τῶν  Ἰουδαίων; ὁ  δὲ  ἀποκριθεὶς  αὐτῷ  ἔφη  Σὺ  λέγεις.
LUK 23:30,"τότε  ἄρξονται  λέγειν  τοῖς  ὄρεσιν  Πέσατε  ἐφ’  ἡμᾶς, καὶ  τοῖς  βουνοῖς  Καλύψατε  ἡμᾶς·"
LUK 23:31,"ὅτι  εἰ  ἐν  ὑγρῷ  ξύλῳ  ταῦτα  ποιοῦσιν, ἐν  τῷ  ξηρῷ  τί  γένηται;"
LUK 23:32,Ἤγοντο  δὲ  καὶ  ἕτεροι  κακοῦργοι  δύο  σὺν  αὐτῷ  ἀναιρεθῆναι.
LUK 23:33,"Καὶ  ὅτε  ἦλθον  ἐπὶ  τὸν  τόπον  τὸν  καλούμενον  Κρανίον, ἐκεῖ  ἐσταύρωσαν  αὐτὸν  καὶ  τοὺς  κακούργους, ὃν  μὲν  ἐκ  δεξιῶν  ὃν  δὲ  ἐξ  ἀριστερῶν."
LUK 23:34,"ὁ  δὲ  Ἰησοῦς  ἔλεγεν  Πάτερ, ἄφες  αὐτοῖς· οὐ  γὰρ  οἴδασιν  τί  ποιοῦσιν. διαμεριζόμενοι  δὲ  τὰ  ἱμάτια  αὐτοῦ  ἔβαλον  κλήρους."
LUK 23:35,"καὶ  εἱστήκει  ὁ  λαὸς  θεωρῶν. ἐξεμυκτήριζον  δὲ  καὶ  οἱ  ἄρχοντες  λέγοντες  Ἄλλους  ἔσωσεν, σωσάτω  ἑαυτόν, εἰ  οὗτός  ἐστιν  ὁ  Χριστὸς  τοῦ  Θεοῦ  ὁ  ἐκλεκτός."
LUK 23:36,"ἐνέπαιξαν  δὲ  αὐτῷ  καὶ  οἱ  στρατιῶται  προσερχόμενοι, ὄξος  προσφέροντες  αὐτῷ"
LUK 23:37,"καὶ  λέγοντες  Εἰ  σὺ  εἶ  ὁ  Βασιλεὺς  τῶν  Ἰουδαίων, σῶσον  σεαυτόν."
LUK 23:38,ἦν  δὲ  καὶ  ἐπιγραφὴ  ἐπ’  αὐτῷ  Ο  ΒΑΣΙΛΕΥΣ  ΤΩΝ  ΙΟΥΔΑΙΩΝ  ΟΥΤΟΣ.
LUK 23:39,Εἷς  δὲ  τῶν  κρεμασθέντων  κακούργων  ἐβλασφήμει  αὐτόν  Οὐχὶ  σὺ  εἶ  ὁ  Χριστός; σῶσον  σεαυτὸν  καὶ  ἡμᾶς.
LUK 23:4,ὁ  δὲ  Πειλᾶτος  εἶπεν  πρὸς  τοὺς  ἀρχιερεῖς  καὶ  τοὺς  ὄχλους  Οὐδὲν  εὑρίσκω  αἴτιον  ἐν  τῷ  ἀνθρώπῳ  τούτῳ.
LUK 23:40,"ἀποκριθεὶς  δὲ  ὁ  ἕτερος  ἐπιτιμῶν  αὐτῷ  ἔφη  Οὐδὲ  φοβῇ  σὺ  τὸν  Θεόν, ὅτι  ἐν  τῷ  αὐτῷ  κρίματι  εἶ;"
LUK 23:41,"καὶ  ἡμεῖς  μὲν  δικαίως, ἄξια  γὰρ  ὧν  ἐπράξαμεν  ἀπολαμβάνομεν· οὗτος  δὲ  οὐδὲν  ἄτοπον  ἔπραξεν."
LUK 23:42,"καὶ  ἔλεγεν  Ἰησοῦ, μνήσθητί  μου  ὅταν  ἔλθῃς  εἰς  τὴν  βασιλείαν  σου."
LUK 23:43,"καὶ  εἶπεν  αὐτῷ  Ἀμήν  σοι  λέγω, σήμερον  μετ’  ἐμοῦ  ἔσῃ  ἐν  τῷ  Παραδείσῳ."
LUK 23:44,Καὶ  ἦν  ἤδη  ὡσεὶ  ὥρα  ἕκτη  καὶ  σκότος  ἐγένετο  ἐφ’  ὅλην  τὴν  γῆν  ἕως  ὥρας  ἐνάτης
LUK 23:45,"τοῦ  ἡλίου  ἐκλιπόντος, ἐσχίσθη  δὲ  τὸ  καταπέτασμα  τοῦ  ναοῦ  μέσον."
LUK 23:46,"καὶ  φωνήσας  φωνῇ  μεγάλῃ  ὁ  Ἰησοῦς  εἶπεν  Πάτερ, εἰς  χεῖράς  σου  παρατίθεμαι  τὸ  πνεῦμά  μου. τοῦτο  δὲ  εἰπὼν  ἐξέπνευσεν."
LUK 23:47,ἰδὼν  δὲ  ὁ  ἑκατοντάρχης  τὸ  γενόμενον  ἐδόξαζεν  τὸν  Θεὸν  λέγων  Ὄντως  ὁ  ἄνθρωπος  οὗτος  δίκαιος  ἦν.
LUK 23:48,"καὶ  πάντες  οἱ  συνπαραγενόμενοι  ὄχλοι  ἐπὶ  τὴν  θεωρίαν  ταύτην, θεωρήσαντες  τὰ  γενόμενα, τύπτοντες  τὰ  στήθη  ὑπέστρεφον."
LUK 23:49,"εἱστήκεισαν  δὲ  πάντες  οἱ  γνωστοὶ  αὐτῷ  ἀπὸ  μακρόθεν, καὶ  γυναῖκες  αἱ  συνακολουθοῦσαι  αὐτῷ  ἀπὸ  τῆς  Γαλιλαίας, ὁρῶσαι  ταῦτα."
LUK 23:5,"οἱ  δὲ  ἐπίσχυον  λέγοντες  ὅτι  Ἀνασείει  τὸν  λαὸν, διδάσκων  καθ’  ὅλης  τῆς  Ἰουδαίας, καὶ  ἀρξάμενος  ἀπὸ  τῆς  Γαλιλαίας  ἕως  ὧδε."
LUK 23:50,"Καὶ  ἰδοὺ  ἀνὴρ  ὀνόματι  Ἰωσὴφ  βουλευτὴς  ὑπάρχων, ἀνὴρ  ἀγαθὸς  καὶ  δίκαιος,"
LUK 23:51,"—οὗτος οὐκ  ἦν  συνκατατεθειμένος  τῇ  βουλῇ  καὶ  τῇ  πράξει  αὐτῶν,—  ἀπὸ  Ἀριμαθαίας  πόλεως  τῶν  Ἰουδαίων, ὃς  προσεδέχετο  τὴν  βασιλείαν  τοῦ  Θεοῦ,"
LUK 23:52,"οὗτος  προσελθὼν  τῷ  Πειλάτῳ  ᾐτήσατο  τὸ  σῶμα  τοῦ  Ἰησοῦ,"
LUK 23:53,"καὶ  καθελὼν  ἐνετύλιξεν  αὐτὸ  σινδόνι, καὶ  ἔθηκεν  αὐτὸν  ἐν  μνήματι  λαξευτῷ, οὗ  οὐκ  ἦν  οὐδεὶς  οὔπω  κείμενος."
LUK 23:54,"καὶ  ἡμέρα  ἦν  Παρασκευῆς, καὶ  σάββατον  ἐπέφωσκεν."
LUK 23:55,"Κατακολουθήσασαι  δὲ  αἱ  γυναῖκες, αἵτινες  ἦσαν  συνεληλυθυῖαι  ἐκ  τῆς  Γαλιλαίας  αὐτῷ, ἐθεάσαντο  τὸ  μνημεῖον  καὶ  ὡς  ἐτέθη  τὸ  σῶμα  αὐτοῦ,"
LUK 23:56,"ὑποστρέψασαι  δὲ  ἡτοίμασαν  ἀρώματα  καὶ  μύρα. Καὶ  τὸ  μὲν  σάββατον  ἡσύχασαν  κατὰ  τὴν  ἐντολήν,"
LUK 23:6,"Πειλᾶτος  δὲ  ἀκούσας  ἐπηρώτησεν  εἰ  ὁ  ἄνθρωπος  Γαλιλαῖός  ἐστιν,"
LUK 23:7,"καὶ  ἐπιγνοὺς  ὅτι  ἐκ  τῆς  ἐξουσίας  Ἠρῴδου  ἐστὶν, ἀνέπεμψεν  αὐτὸν  πρὸς  Ἠρῴδην, ὄντα  καὶ  αὐτὸν  ἐν  Ἱεροσολύμοις  ἐν  ταύταις  ταῖς  ἡμέραις."
LUK 23:8,"ὁ  δὲ  Ἠρῴδης  ἰδὼν  τὸν  Ἰησοῦν  ἐχάρη  λίαν· ἦν  γὰρ  ἐξ  ἱκανῶν  χρόνων  θέλων  ἰδεῖν  αὐτὸν  διὰ  τὸ  ἀκούειν  περὶ  αὐτοῦ, καὶ  ἤλπιζέν  τι  σημεῖον  ἰδεῖν  ὑπ’  αὐτοῦ  γινόμενον."
LUK 23:9,ἐπηρώτα  δὲ  αὐτὸν  ἐν  λόγοις  ἱκανοῖς· αὐτὸς  δὲ  οὐδὲν  ἀπεκρίνατο  αὐτῷ.
LUK 24:1,τῇ  δὲ  μιᾷ  τῶν  σαββάτων  ὄρθρου  βαθέως  ἐπὶ  τὸ  μνῆμα  ἦλθον  φέρουσαι  ἃ  ἡτοίμασαν  ἀρώματα.
LUK 24:10,ἦσαν  δὲ  ἡ  Μαγδαληνὴ  Μαρία  καὶ  Ἰωάνα  καὶ  Μαρία  ἡ  Ἰακώβου· καὶ  αἱ  λοιπαὶ  σὺν  αὐταῖς  ἔλεγον  πρὸς  τοὺς  ἀποστόλους  ταῦτα.
LUK 24:11,"καὶ  ἐφάνησαν  ἐνώπιον  αὐτῶν  ὡσεὶ  λῆρος  τὰ  ῥήματα  ταῦτα, καὶ  ἠπίστουν  αὐταῖς."
LUK 24:12,Ὁ  δὲ  Πέτρος  ἀναστὰς  ἔδραμεν  ἐπὶ  τὸ  μνημεῖον· καὶ  παρακύψας  βλέπει  τὰ  ὀθόνια  μόνα· καὶ  ἀπῆλθεν  πρὸς  αὑτὸν  θαυμάζων  τὸ  γεγονός.
LUK 24:13,"Καὶ  ἰδοὺ  δύο  ἐξ  αὐτῶν  ἐν  αὐτῇ  τῇ  ἡμέρᾳ  ἦσαν  πορευόμενοι  εἰς  κώμην  ἀπέχουσαν  σταδίους  ἑξήκοντα  ἀπὸ  Ἱερουσαλήμ, ᾗ  ὄνομα  Ἐμμαοῦς,"
LUK 24:14,καὶ  αὐτοὶ  ὡμίλουν  πρὸς  ἀλλήλους  περὶ  πάντων  τῶν  συμβεβηκότων  τούτων.
LUK 24:15,"καὶ  ἐγένετο  ἐν  τῷ  ὁμιλεῖν  αὐτοὺς  καὶ  συνζητεῖν, καὶ  αὐτὸς  Ἰησοῦς  ἐγγίσας  συνεπορεύετο  αὐτοῖς·"
LUK 24:16,οἱ  δὲ  ὀφθαλμοὶ  αὐτῶν  ἐκρατοῦντο  τοῦ  μὴ  ἐπιγνῶναι  αὐτόν.
LUK 24:17,εἶπεν  δὲ  πρὸς  αὐτούς  Τίνες  οἱ  λόγοι  οὗτοι  οὓς  ἀντιβάλλετε  πρὸς  ἀλλήλους  περιπατοῦντες; καὶ  ἐστάθησαν  σκυθρωποί.
LUK 24:18,ἀποκριθεὶς  δὲ  εἷς  ὀνόματι  Κλεοπᾶς  εἶπεν  πρὸς  αὐτόν  Σὺ  μόνος  παροικεῖς  Ἱερουσαλὴμ  καὶ  οὐκ  ἔγνως  τὰ  γενόμενα  ἐν  αὐτῇ  ἐν  ταῖς  ἡμέραις  ταύταις;
LUK 24:19,"καὶ  εἶπεν  αὐτοῖς  Ποῖα; οἱ  δὲ  εἶπαν  αὐτῷ  Τὰ  περὶ  Ἰησοῦ  τοῦ  Ναζαρηνοῦ, ὃς  ἐγένετο  ἀνὴρ  προφήτης  δυνατὸς  ἐν  ἔργῳ  καὶ  λόγῳ  ἐναντίον  τοῦ  Θεοῦ  καὶ  παντὸς  τοῦ  λαοῦ,"
LUK 24:2,"εὗρον  δὲ  τὸν  λίθον  ἀποκεκυλισμένον  ἀπὸ  τοῦ  μνημείου,"
LUK 24:20,ὅπως  τε  παρέδωκαν  αὐτὸν  οἱ  ἀρχιερεῖς  καὶ  οἱ  ἄρχοντες  ἡμῶν  εἰς  κρίμα  θανάτου  καὶ  ἐσταύρωσαν  αὐτόν.
